chromosome	window_pos_1	window_pos_2	group	piawka_pi	pixy_pi
scaffold_1	1020000	1030000	Siberia SC	0.00028364	0.0001251622394096
scaffold_1	1020000	1030000	West Siberia	0.00362779	0.0023919357445488
scaffold_1	1020000	1030000	admixed	0.00550801	0.0033059870486813
scaffold_1	1030000	1040000	Central Europe	0.0128017	0.0041951279910916
scaffold_1	1030000	1040000	East Siberia	0.00593393	0.0028426337913035
scaffold_1	1030000	1040000	Karelia	0.00799058	0.0038619798518575
scaffold_1	1030000	1040000	MIX Amur Basin	0.00158976	0.0012350539336501
scaffold_1	1030000	1040000	MIX Central Siberia	0.00602522	0.0025179975811209
scaffold_1	1030000	1040000	MIX Sibiryakov Island	0.00446307	0.0026021407962501
scaffold_1	1030000	1040000	North America	0.00622119	0.003021042795716
scaffold_1	1030000	1040000	Northern Ural	0.00733894	0.0020467978634822
scaffold_1	1030000	1040000	Scandinavia	0.0075262	0.0032174435269873
scaffold_1	1030000	1040000	Siberia SC	0.000302668	5.600002986668259e-05
scaffold_1	1030000	1040000	West Siberia	0.00470871	0.0032789234403726
scaffold_1	1030000	1040000	admixed	0.00673149	0.0035583463617896
scaffold_1	1040000	1050000	Central Europe	0.00805445	0.0024368285171345
scaffold_1	1040000	1050000	East Siberia	0.0028589	0.0015430204438219
scaffold_1	1040000	1050000	Karelia	0.00380267	0.0018689198377737
scaffold_1	1040000	1050000	MIX Amur Basin	0.00163479	0.0008601874276617
scaffold_1	1040000	1050000	MIX Central Siberia	0.0037256	0.0010699867566392
scaffold_1	1040000	1050000	MIX Sibiryakov Island	0.00265866	0.0010407561927246
scaffold_1	1040000	1050000	North America	0.00230851	0.0008591233962337
scaffold_1	1040000	1050000	Northern Ural	0.00395567	0.0006865491059483
scaffold_1	1040000	1050000	Scandinavia	0.00285762	0.0015027317857913
scaffold_1	1040000	1050000	Siberia SC	0.00021821	9.589960681161208e-05
scaffold_1	1040000	1050000	West Siberia	0.00283019	0.0015525181287224
scaffold_1	1040000	1050000	admixed	0.00397061	0.0012616840042213
scaffold_1	1050000	1060000	Central Europe	0.0127114	0.003558814523009
scaffold_1	1050000	1060000	East Siberia	0.00560078	0.001702386578764
scaffold_1	1050000	1060000	Karelia	0.0016534	0.0011448885855748
scaffold_1	1050000	1060000	MIX Amur Basin	0.00330539	0.0017564191841868
scaffold_1	1050000	1060000	MIX Central Siberia	0.00682978	0.0012809815624986
scaffold_1	1050000	1060000	MIX Sibiryakov Island	0.00442489	0.0019438659727014
scaffold_1	1050000	1060000	North America	0.00539463	0.0021603305650136
scaffold_1	1050000	1060000	Northern Ural	0.0080951	0.0009833833945179
scaffold_1	1050000	1060000	Scandinavia	0.0090026	0.0033863839158906
scaffold_1	1050000	1060000	Siberia SC	0.00311703	0.000575125147232
scaffold_1	1050000	1060000	West Siberia	0.00391658	0.0016215587297297
scaffold_1	1050000	1060000	admixed	0.00737876	0.0021897340523517
scaffold_1	1060000	1070000	Central Europe	0.0117396	0.0038728438006721
scaffold_1	1060000	1070000	East Siberia	0.00503236	0.0021581506849099
scaffold_1	1060000	1070000	Karelia	0.00326981	0.0011410113317232
scaffold_1	1060000	1070000	MIX Amur Basin	0.00547844	0.0026494273869466
scaffold_1	1060000	1070000	MIX Central Siberia	0.00585705	0.0015060067775942
scaffold_1	1060000	1070000	MIX Sibiryakov Island	0.00566787	0.0028283961721214
scaffold_1	1060000	1070000	North America	0.00458099	0.0021352641764005
scaffold_1	1060000	1070000	Northern Ural	0.00632352	0.0014583384537841
scaffold_1	1060000	1070000	Scandinavia	0.00546299	0.0024223966541169
scaffold_1	1060000	1070000	Siberia SC	0.00202792	0.0006020197763496
scaffold_1	1060000	1070000	West Siberia	0.0054969	0.0024799550293999
scaffold_1	1060000	1070000	admixed	0.00735922	0.003160897293217
scaffold_1	1070000	1080000	Central Europe	0.0159288	0.0049205453295374
scaffold_1	1070000	1080000	East Siberia	0.00953902	0.0045586251788751
scaffold_1	1070000	1080000	Karelia	0.00850374	0.0049421650600901
scaffold_1	1070000	1080000	MIX Amur Basin	0.00684695	0.0029234018377038
scaffold_1	1070000	1080000	MIX Central Siberia	0.0103748	0.0022225113572836
scaffold_1	1070000	1080000	MIX Sibiryakov Island	0.00638548	0.0037851753670473
scaffold_1	1070000	1080000	North America	0.00556304	0.0031838237060459
scaffold_1	1070000	1080000	Northern Ural	0.00940362	0.0018570248994885
scaffold_1	1070000	1080000	Scandinavia	0.00767001	0.0042849262374692
scaffold_1	1070000	1080000	Siberia SC	0.00155112	0.0004331307931243
scaffold_1	1070000	1080000	West Siberia	0.0090932	0.0052141858908249
scaffold_1	1070000	1080000	admixed	0.0121365	0.0046836673713128
scaffold_1	1080000	1090000	Central Europe	0.0151141	0.0078854986869977
scaffold_1	1080000	1090000	East Siberia	0.00953277	0.005695417353469
scaffold_1	1080000	1090000	Karelia	0.00848542	0.0054590757431877
scaffold_1	1080000	1090000	MIX Amur Basin	0.00689449	0.0034177744489424
scaffold_1	1080000	1090000	MIX Central Siberia	0.0113753	0.0046527827247515
scaffold_1	1080000	1090000	MIX Sibiryakov Island	0.00967087	0.0063122573159556
scaffold_1	1080000	1090000	North America	0.00488401	0.0029211813782551
scaffold_1	1080000	1090000	Northern Ural	0.0116444	0.002412560310433
scaffold_1	1080000	1090000	Scandinavia	0.0112915	0.0069841571515051
scaffold_1	1080000	1090000	Siberia SC	0.000470292	0.0001491780290598
scaffold_1	1080000	1090000	West Siberia	0.0057877	0.0038838044984611
scaffold_1	1080000	1090000	admixed	0.0122139	0.0067071895676724
scaffold_1	1090000	1100000	Central Europe	0.00937657	0.0029642620135388
scaffold_1	1090000	1100000	East Siberia	0.00302588	0.0018366161028644
scaffold_1	1090000	1100000	Karelia	0.00202273	0.0009258839014205
scaffold_1	1090000	1100000	MIX Amur Basin	0.00365659	0.001899989214035
scaffold_1	1090000	1100000	MIX Central Siberia	0.00385942	0.0015941997962807
scaffold_1	1090000	1100000	MIX Sibiryakov Island	0.00285378	0.0016912707480006
scaffold_1	1090000	1100000	North America	0.00179944	0.0012375258934008
scaffold_1	1090000	1100000	Northern Ural	0.00366145	0.0011181913724029
scaffold_1	1090000	1100000	Scandinavia	0.00550607	0.0024981256255014
scaffold_1	1090000	1100000	Siberia SC	0.000459827	0.0001086602194936
scaffold_1	1090000	1100000	West Siberia	0.00196754	0.0012849621131228
scaffold_1	1090000	1100000	admixed	0.00473403	0.0021576831526874
scaffold_1	1100000	1110000	Central Europe	0.00986058	0.003879992629137
scaffold_1	1100000	1110000	East Siberia	0.0046164	0.0020910274445558
scaffold_1	1100000	1110000	Karelia	0.00344452	0.0019197051441003
scaffold_1	1100000	1110000	MIX Amur Basin	0.00550676	0.0030403171359311
scaffold_1	1100000	1110000	MIX Central Siberia	0.00591805	0.0023421941429532
scaffold_1	1100000	1110000	MIX Sibiryakov Island	0.00418378	0.0016784335459978
scaffold_1	1100000	1110000	North America	0.00268165	0.0013771315178526
scaffold_1	1100000	1110000	Northern Ural	0.00523452	0.0021125762533758
scaffold_1	1100000	1110000	Scandinavia	0.00870744	0.003741416817758
scaffold_1	1100000	1110000	Siberia SC	0.00034623	0.0001312383469398
scaffold_1	1100000	1110000	West Siberia	0.00336334	0.0017927303941127
scaffold_1	1100000	1110000	admixed	0.00663011	0.0029047476874473
scaffold_1	1110000	1120000	Central Europe	0.0111167	0.0043807580353167
scaffold_1	1110000	1120000	East Siberia	0.00630911	0.0028584257212595
scaffold_1	1110000	1120000	Karelia	0.00585915	0.0025681351804779
scaffold_1	1110000	1120000	MIX Amur Basin	0.00926857	0.004544034084657
scaffold_1	1110000	1120000	MIX Central Siberia	0.00812441	0.0030949005941889
scaffold_1	1110000	1120000	MIX Sibiryakov Island	0.00890689	0.0036658666740229
scaffold_1	1110000	1120000	North America	0.00346275	0.0020280728722294
scaffold_1	1110000	1120000	Northern Ural	0.00855351	0.0028890778503202
scaffold_1	1110000	1120000	Scandinavia	0.00987937	0.00467237671399
scaffold_1	1110000	1120000	Siberia SC	0.000506811	0.0003414165809306
scaffold_1	1110000	1120000	West Siberia	0.00686892	0.0035092924601721
scaffold_1	1110000	1120000	admixed	0.00970903	0.0045115978623212
scaffold_1	1120000	1130000	Central Europe	0.016843	0.0083931695434193
scaffold_1	1120000	1130000	East Siberia	0.0165353	0.0109654954460547
scaffold_1	1120000	1130000	Karelia	0.0151019	0.0088345708143684
scaffold_1	1120000	1130000	MIX Amur Basin	0.0160002	0.0105479201972387
scaffold_1	1120000	1130000	MIX Central Siberia	0.0153468	0.0064019313697494
scaffold_1	1120000	1130000	MIX Sibiryakov Island	0.0165837	0.0108503538848071
scaffold_1	1120000	1130000	North America	0.00703223	0.0051268029510952
scaffold_1	1120000	1130000	Northern Ural	0.0138508	0.0049422423520994
scaffold_1	1120000	1130000	Scandinavia	0.0190568	0.0108958853214868
scaffold_1	1120000	1130000	Siberia SC	0.00280002	0.00172675391213
scaffold_1	1120000	1130000	West Siberia	0.0137569	0.0094202718937163
scaffold_1	1120000	1130000	admixed	0.018925	0.0101243802731147
scaffold_1	1130000	1140000	Central Europe	0.0185665	0.0079402567176971
scaffold_1	1130000	1140000	East Siberia	0.0162494	0.0082863380590561
scaffold_1	1130000	1140000	Karelia	0.0118648	0.0070597103904718
scaffold_1	1130000	1140000	MIX Amur Basin	0.0141164	0.0064814708218689
scaffold_1	1130000	1140000	MIX Central Siberia	0.0204982	0.0075254983803882
scaffold_1	1130000	1140000	MIX Sibiryakov Island	0.0139727	0.0073573087099735
scaffold_1	1130000	1140000	North America	0.0138171	0.0079751781180411
scaffold_1	1130000	1140000	Northern Ural	0.0198262	0.0079267085340404
scaffold_1	1130000	1140000	Scandinavia	0.0182618	0.0082517511515393
scaffold_1	1130000	1140000	Siberia SC	0.00170456	0.0005362612279694
scaffold_1	1130000	1140000	West Siberia	0.0168464	0.0077899759158128
scaffold_1	1130000	1140000	admixed	0.0189276	0.008287815405931
scaffold_1	1140000	1150000	Central Europe	0.0154766	0.005893463428109
scaffold_1	1140000	1150000	East Siberia	0.0138106	0.0066327208124337
scaffold_1	1140000	1150000	Karelia	0.0105917	0.0053683798362312
scaffold_1	1140000	1150000	MIX Amur Basin	0.0174927	0.0082853474132297
scaffold_1	1140000	1150000	MIX Central Siberia	0.0128255	0.0026941393873333
scaffold_1	1140000	1150000	MIX Sibiryakov Island	0.0112052	0.004614011182634
scaffold_1	1140000	1150000	North America	0.0125174	0.0061063146789454
scaffold_1	1140000	1150000	Northern Ural	0.0128438	0.0026815225826777
scaffold_1	1140000	1150000	Scandinavia	0.01303	0.0051062641546531
scaffold_1	1140000	1150000	Siberia SC	0.000669634	0.0003604366975145
scaffold_1	1140000	1150000	West Siberia	0.0170408	0.0076513754912281
scaffold_1	1140000	1150000	admixed	0.0186529	0.0074464850911763
scaffold_1	1150000	1160000	Central Europe	0.0180875	0.0108721960733697
scaffold_1	1150000	1160000	East Siberia	0.0110705	0.0063045078078283
scaffold_1	1150000	1160000	Karelia	0.0100466	0.0065069970637882
scaffold_1	1150000	1160000	MIX Amur Basin	0.0108652	0.0041120654206332
scaffold_1	1150000	1160000	MIX Central Siberia	0.0112884	0.0052492701950816
scaffold_1	1150000	1160000	MIX Sibiryakov Island	0.0110737	0.0038110976601781
scaffold_1	1150000	1160000	North America	0.013959	0.0075090174413684
scaffold_1	1150000	1160000	Northern Ural	0.0110743	0.0056826638893572
scaffold_1	1150000	1160000	Scandinavia	0.0208445	0.0113578289761967
scaffold_1	1150000	1160000	Siberia SC	0.000538301	0.0002872035302747
scaffold_1	1150000	1160000	West Siberia	0.0110908	0.0063613248158441
scaffold_1	1150000	1160000	admixed	0.0156109	0.0072872151069512
scaffold_1	1160000	1170000	Central Europe	0.0114191	0.0071503323621968
scaffold_1	1160000	1170000	East Siberia	0.0123392	0.008423884000409
scaffold_1	1160000	1170000	Karelia	0.00157487	0.0011833444271873
scaffold_1	1160000	1170000	MIX Amur Basin	0.0121175	0.0071922377198302
scaffold_1	1160000	1170000	MIX Central Siberia	0.0102873	0.005850948399983
scaffold_1	1160000	1170000	MIX Sibiryakov Island	0.0105142	0.0076849695425791
scaffold_1	1160000	1170000	North America	0.00553172	0.0041590250078598
scaffold_1	1160000	1170000	Northern Ural	0.0128577	0.0074432900462402
scaffold_1	1160000	1170000	Scandinavia	0.0102332	0.0061077839783195
scaffold_1	1160000	1170000	Siberia SC	0.000855891	0.0005587316095789
scaffold_1	1160000	1170000	West Siberia	0.0103815	0.0074878737749011
scaffold_1	1160000	1170000	admixed	0.0143654	0.0091158327621658
scaffold_1	1170000	1180000	Central Europe	0.00907487	0.0027450744567132
scaffold_1	1170000	1180000	East Siberia	0.0042675	0.0015936127712647
scaffold_1	1170000	1180000	Karelia	0.00290609	0.0010078333212587
scaffold_1	1170000	1180000	MIX Amur Basin	0.00568991	0.0026463431332452
scaffold_1	1170000	1180000	MIX Central Siberia	0.00502456	0.0013182350098183
scaffold_1	1170000	1180000	MIX Sibiryakov Island	0.00390929	0.0010978209530617
scaffold_1	1170000	1180000	North America	0.00316877	0.0016922560085162
scaffold_1	1170000	1180000	Northern Ural	0.00478059	0.0008928581781422
scaffold_1	1170000	1180000	Scandinavia	0.00799423	0.0028978947314869
scaffold_1	1170000	1180000	Siberia SC	0.000390097	0.0001903269640193
scaffold_1	1170000	1180000	West Siberia	0.00346249	0.0012873878883463
scaffold_1	1170000	1180000	admixed	0.00537857	0.0015094410506246
scaffold_1	1180000	1190000	Central Europe	0.00894551	0.0032565379529528
scaffold_1	1180000	1190000	East Siberia	0.00383592	0.0024428920386668
scaffold_1	1180000	1190000	Karelia	0.00201075	0.0010705282631364
scaffold_1	1180000	1190000	MIX Amur Basin	0.0049785	0.0029004851813093
scaffold_1	1180000	1190000	MIX Central Siberia	0.00502412	0.0022334090223702
scaffold_1	1180000	1190000	MIX Sibiryakov Island	0.00334444	0.0021615325895632
scaffold_1	1180000	1190000	North America	0.00281128	0.0018767489962594
scaffold_1	1180000	1190000	Northern Ural	0.00678912	0.0017119028656676
scaffold_1	1180000	1190000	Scandinavia	0.00463917	0.0031945036064402
scaffold_1	1180000	1190000	Siberia SC	0.00036018	0.0002656605966087
scaffold_1	1180000	1190000	West Siberia	0.00232338	0.0017147480682296
scaffold_1	1180000	1190000	admixed	0.00517192	0.0028475926676526
scaffold_1	1190000	1200000	Central Europe	0.0191338	0.0100475610085865
scaffold_1	1190000	1200000	East Siberia	0.00458346	0.0018983772353824
scaffold_1	1190000	1200000	Karelia	0.00097976	0.0005255977786898
scaffold_1	1190000	1200000	MIX Amur Basin	0.0167108	0.0097555892148891
scaffold_1	1190000	1200000	MIX Central Siberia	0.0140898	0.0041722678692362
scaffold_1	1190000	1200000	MIX Sibiryakov Island	0.0141347	0.0072497983068932
scaffold_1	1190000	1200000	North America	0.00418359	0.0026483356705671
scaffold_1	1190000	1200000	Northern Ural	0.0101768	0.0020134333292957
scaffold_1	1190000	1200000	Scandinavia	0.0112869	0.0067602803769681
scaffold_1	1190000	1200000	Siberia SC	0.000744196	7.666968781746042e-05
scaffold_1	1190000	1200000	West Siberia	0.013906	0.0070875581554889
scaffold_1	1190000	1200000	admixed	0.0176855	0.0075976587863534
scaffold_1	1200000	1210000	Central Europe	0.012462	0.0059786927952444
scaffold_1	1200000	1210000	East Siberia	0.00825091	0.005752731043966
scaffold_1	1200000	1210000	Karelia	0.00555917	0.0040273255112765
scaffold_1	1200000	1210000	MIX Amur Basin	0.00916798	0.0049892879540536
scaffold_1	1200000	1210000	MIX Central Siberia	0.010075	0.0054168576352093
scaffold_1	1200000	1210000	MIX Sibiryakov Island	0.00768207	0.005288673424416
scaffold_1	1200000	1210000	North America	0.00860639	0.0064891096675115
scaffold_1	1200000	1210000	Northern Ural	0.0087223	0.0034253312074507
scaffold_1	1200000	1210000	Scandinavia	0.00834687	0.006016890589766
scaffold_1	1200000	1210000	Siberia SC	0.00168526	0.0007606863001292
scaffold_1	1200000	1210000	West Siberia	0.00820135	0.0054888128984754
scaffold_1	1200000	1210000	admixed	0.0104449	0.006315840985577
scaffold_1	1210000	1220000	Central Europe	0.0141783	0.0046903920681297
scaffold_1	1210000	1220000	East Siberia	0.00839888	0.0045218673095046
scaffold_1	1210000	1220000	Karelia	0.00833227	0.0046252959205283
scaffold_1	1210000	1220000	MIX Amur Basin	0.00567643	0.0026415260570547
scaffold_1	1210000	1220000	MIX Central Siberia	0.00851669	0.0031994807555717
scaffold_1	1210000	1220000	MIX Sibiryakov Island	0.0100614	0.0050026210916141
scaffold_1	1210000	1220000	North America	0.00701371	0.0047630859061146
scaffold_1	1210000	1220000	Northern Ural	0.00987607	0.0029798212830134
scaffold_1	1210000	1220000	Scandinavia	0.00962827	0.0056703838528787
scaffold_1	1210000	1220000	Siberia SC	0.000652431	0.0003160000669669
scaffold_1	1210000	1220000	West Siberia	0.00861667	0.0046332529729632
scaffold_1	1210000	1220000	admixed	0.0104857	0.0052566394868423
scaffold_1	1220000	1230000	Central Europe	0.0101312	0.0026339510788859
scaffold_1	1220000	1230000	East Siberia	0.00364382	0.0014045775745071
scaffold_1	1220000	1230000	Karelia	0.00170577	0.0007669034953936
scaffold_1	1220000	1230000	MIX Amur Basin	0.0028423	0.0018544817016219
scaffold_1	1220000	1230000	MIX Central Siberia	0.00408182	0.0011153859880034
scaffold_1	1220000	1230000	MIX Sibiryakov Island	0.00444648	0.0022718591045256
scaffold_1	1220000	1230000	North America	0.00407812	0.002286611548945
scaffold_1	1220000	1230000	Northern Ural	0.00399748	0.0007445854441137
scaffold_1	1220000	1230000	Scandinavia	0.00620529	0.0028406467119692
scaffold_1	1220000	1230000	Siberia SC	0.00086711	0.000311336830313
scaffold_1	1220000	1230000	West Siberia	0.00336984	0.0016598075882925
scaffold_1	1220000	1230000	admixed	0.00611902	0.0021953285006713
scaffold_1	1230000	1240000	Central Europe	0.0117812	0.0047501920451091
scaffold_1	1230000	1240000	East Siberia	0.00730926	0.0049842285145238
scaffold_1	1230000	1240000	Karelia	0.00727605	0.0025978623304252
scaffold_1	1230000	1240000	MIX Amur Basin	0.00787226	0.0040065141885367
scaffold_1	1230000	1240000	MIX Central Siberia	0.00705847	0.0024365856821004
scaffold_1	1230000	1240000	MIX Sibiryakov Island	0.00857911	0.0037991493939852
scaffold_1	1230000	1240000	North America	0.00746909	0.0044570810387389
scaffold_1	1230000	1240000	Northern Ural	0.00670154	0.0014179949390277
scaffold_1	1230000	1240000	Scandinavia	0.00992168	0.0058553079109878
scaffold_1	1230000	1240000	Siberia SC	0.00152283	0.0006621207174813
scaffold_1	1230000	1240000	West Siberia	0.00878648	0.0057036700592363
scaffold_1	1230000	1240000	admixed	0.00893727	0.0052863283416528
scaffold_1	1240000	1250000	Central Europe	0.00816306	0.0022477303546425
scaffold_1	1240000	1250000	East Siberia	0.00458713	0.001921819398419
scaffold_1	1240000	1250000	Karelia	0.000994611	0.0006431338781453
scaffold_1	1240000	1250000	MIX Amur Basin	0.00352657	0.0015268523998688
scaffold_1	1240000	1250000	MIX Central Siberia	0.00413325	0.0009048848262246
scaffold_1	1240000	1250000	MIX Sibiryakov Island	0.00437609	0.001817761055869
scaffold_1	1240000	1250000	North America	0.00411133	0.0023206527798663
scaffold_1	1240000	1250000	Northern Ural	0.00538007	0.0010733852565092
scaffold_1	1240000	1250000	Scandinavia	0.00668847	0.0030836029704899
scaffold_1	1240000	1250000	Siberia SC	0.000456962	0.0002379367280575
scaffold_1	1240000	1250000	West Siberia	0.00394476	0.0019175391696966
scaffold_1	1240000	1250000	admixed	0.00537645	0.0018054265569503
scaffold_1	1250000	1260000	Central Europe	0.00978867	0.0030132698730782
scaffold_1	1250000	1260000	East Siberia	0.00608245	0.0027947920528769
scaffold_1	1250000	1260000	Karelia	0.00154463	0.0010584165243599
scaffold_1	1250000	1260000	MIX Amur Basin	0.0063734	0.002771134126183
scaffold_1	1250000	1260000	MIX Central Siberia	0.00625428	0.0020264490388649
scaffold_1	1250000	1260000	MIX Sibiryakov Island	0.00437133	0.002136409227683
scaffold_1	1250000	1260000	North America	0.00416196	0.0021699311649
scaffold_1	1250000	1260000	Northern Ural	0.00662261	0.0017346373925828
scaffold_1	1250000	1260000	Scandinavia	0.00603054	0.003051183383207
scaffold_1	1250000	1260000	Siberia SC	0.000636768	0.000211083586674
scaffold_1	1250000	1260000	West Siberia	0.00550973	0.0024630134268195
scaffold_1	1250000	1260000	admixed	0.00632002	0.0026238255390349
scaffold_1	1260000	1270000	Central Europe	0.0115591	0.0045797191467068
scaffold_1	1260000	1270000	East Siberia	0.00638747	0.003251637633315
scaffold_1	1260000	1270000	Karelia	0.00406502	0.0036820017891836
scaffold_1	1260000	1270000	MIX Amur Basin	0.00651816	0.0033970824609468
scaffold_1	1260000	1270000	MIX Central Siberia	0.00700128	0.0024599704100339
scaffold_1	1260000	1270000	MIX Sibiryakov Island	0.00563184	0.0025647341805167
scaffold_1	1260000	1270000	North America	0.00509852	0.0025958376277977
scaffold_1	1260000	1270000	Northern Ural	0.00584021	0.0016534956341921
scaffold_1	1260000	1270000	Scandinavia	0.00990441	0.0047807037691934
scaffold_1	1260000	1270000	Siberia SC	0.000667391	0.0002464839785413
scaffold_1	1260000	1270000	West Siberia	0.00667283	0.0024848536514746
scaffold_1	1260000	1270000	admixed	0.00938758	0.0043282725755253
scaffold_1	1270000	1280000	Central Europe	0.00892815	0.0024701758229912
scaffold_1	1270000	1280000	East Siberia	0.00303243	0.0016530937394694
scaffold_1	1270000	1280000	Karelia	0.00406395	0.002818328102552
scaffold_1	1270000	1280000	MIX Amur Basin	0.00412869	0.002224570759348
scaffold_1	1270000	1280000	MIX Central Siberia	0.0051379	0.0017428874246542
scaffold_1	1270000	1280000	MIX Sibiryakov Island	0.00430668	0.0024500773128509
scaffold_1	1270000	1280000	North America	0.00298326	0.0012859234332572
scaffold_1	1270000	1280000	Northern Ural	0.00542632	0.0015840429446373
scaffold_1	1270000	1280000	Scandinavia	0.0046586	0.0018298886128977
scaffold_1	1270000	1280000	Siberia SC	0.000277078	0.0002251740227122
scaffold_1	1270000	1280000	West Siberia	0.00424554	0.001880366711219
scaffold_1	1270000	1280000	admixed	0.00475165	0.0019797256008236
scaffold_1	1280000	1290000	Central Europe	0.01311	0.0044184217101019
scaffold_1	1280000	1290000	East Siberia	0.00360799	0.0022820034996104
scaffold_1	1280000	1290000	Karelia	0.00292387	0.0013965365007387
scaffold_1	1280000	1290000	MIX Amur Basin	0.00502601	0.0026026652429865
scaffold_1	1280000	1290000	MIX Central Siberia	0.00452865	0.0013632738635622
scaffold_1	1280000	1290000	MIX Sibiryakov Island	0.004566	0.0023925021207204
scaffold_1	1280000	1290000	North America	0.00406251	0.0021831607524186
scaffold_1	1280000	1290000	Northern Ural	0.00639656	0.0013141298415443
scaffold_1	1280000	1290000	Scandinavia	0.00730465	0.0038471427176629
scaffold_1	1280000	1290000	Siberia SC	0.000386575	0.0003138195481558
scaffold_1	1280000	1290000	West Siberia	0.00384781	0.0025311030287555
scaffold_1	1280000	1290000	admixed	0.00548479	0.0024361827889844
scaffold_1	1290000	1300000	Central Europe	0.014966	0.0057443815473333
scaffold_1	1290000	1300000	East Siberia	0.00318935	0.0023534815348702
scaffold_1	1290000	1300000	Karelia	0.00291419	0.0018939261995778
scaffold_1	1290000	1300000	MIX Amur Basin	0.00820526	0.003677795887857
scaffold_1	1290000	1300000	MIX Central Siberia	0.00400742	0.0012546995306911
scaffold_1	1290000	1300000	MIX Sibiryakov Island	0.0105539	0.0029591427796511
scaffold_1	1290000	1300000	North America	0.00479796	0.0027038997662447
scaffold_1	1290000	1300000	Northern Ural	0.00707271	0.0009958024105965
scaffold_1	1290000	1300000	Scandinavia	0.00845282	0.0044584543844332
scaffold_1	1290000	1300000	Siberia SC	0.000742702	0.0005277184094567
scaffold_1	1290000	1300000	West Siberia	0.00794326	0.0030105524507043
scaffold_1	1290000	1300000	admixed	0.00966459	0.0036837691455669
scaffold_1	1300000	1310000	Central Europe	0.0169251	0.0093425401905807
scaffold_1	1300000	1310000	East Siberia	0.00321866	0.0011683886005301
scaffold_1	1300000	1310000	Karelia	0.00280555	0.0012720390099398
scaffold_1	1300000	1310000	MIX Amur Basin	0.00499651	0.0026875726553823
scaffold_1	1300000	1310000	MIX Central Siberia	0.0044635	0.0011086730663391
scaffold_1	1300000	1310000	MIX Sibiryakov Island	0.00499866	0.0015890635041187
scaffold_1	1300000	1310000	North America	0.00576031	0.0036051799996458
scaffold_1	1300000	1310000	Northern Ural	0.00822034	0.0013306944413979
scaffold_1	1300000	1310000	Scandinavia	0.0170172	0.0088122545454669
scaffold_1	1300000	1310000	Siberia SC	0.00066918	0.0002418845001511
scaffold_1	1300000	1310000	West Siberia	0.00384511	0.0013055928109571
scaffold_1	1300000	1310000	admixed	0.00603637	0.002014066316308
scaffold_1	1310000	1320000	Central Europe	0.0112698	0.0033989232897062
scaffold_1	1310000	1320000	East Siberia	0.00370153	0.0021842303732719
scaffold_1	1310000	1320000	Karelia	0.000797794	0.0003547886295893
scaffold_1	1310000	1320000	MIX Amur Basin	0.00307205	0.0013413359203662
scaffold_1	1310000	1320000	MIX Central Siberia	0.00452953	0.0022539330258678
