chromosome	window_pos_1	window_pos_2	group	bial_pi	mult_pi	bial_sites	mult_sites	sites_gained_mult_vs_bial	pixy_pi	pixy_sites	expected_mult_pi	abs_diff_bial	abs_diff_expected
scaffold_1	1010000	1020000	Northern Ural	0.0090114	0.0095408	7605.0	7625.0	20.0	0.0022954698744609	3636.0	0.009012375698280535	0.000529400000000001	0.0005284243017194649
scaffold_1	1010000	1020000	Scandinavia	0.00667589	0.00693108	8147.0	8154.0	7.0	0.0026971294961153	3704.0	0.006676286703701675	0.00025518999999999976	0.00025479329629832497
scaffold_1	1010000	1020000	Siberia SC	0.000665356	0.000709406	8471.0	8472.0	1.0	0.0001144426642252	3648.0	0.0006653563927362322	4.4050000000000014e-05	4.4049607263767806e-05
scaffold_1	1010000	1020000	West Siberia	0.00936142	0.00956898	8196.0	8204.0	8.0	0.0047839148826924	3743.0	0.009362513865506026	0.000207559999999999	0.00020646613449397389
scaffold_1	1010000	1020000	admixed	0.0107825	0.0110959	8083.0	8089.0	6.0	0.004982203409452	3660.0	0.010784171464422855	0.00031340000000000014	0.00031172853557714583
scaffold_1	1020000	1030000	Central Europe	0.0129255	0.0151485	7848.0	7981.0	133.0	0.0055338734673539	5399.0	0.012928379259395007	0.002223000000000001	0.002220120740604993
scaffold_1	1020000	1030000	East Siberia	0.00480858	0.00506256	8827.0	8847.0	20.0	0.002603785462154	5435.0	0.004808728248147077	0.00025398	0.00025383175185292317
scaffold_1	1020000	1030000	Karelia	0.00298439	0.00298439	9276.0	9276.0	0.0	0.0019713206698657	5435.0	0.0029844254409589935	0.0	3.544095899350383e-08
scaffold_1	1020000	1030000	MIX Amur Basin	0.00447538	0.00447538	8437.0	8437.0	0.0	0.0022210912563773	4898.0	0.004475499516670702	0.0	1.1951667070169564e-07
scaffold_1	1020000	1030000	MIX Central Siberia	0.007328	0.00754313	8574.0	8587.0	13.0	0.0017177247777218	5365.0	0.007328524680735403	0.00021513	0.00021460531926459706
scaffold_1	1020000	1030000	MIX Sibiryakov Island	0.0038177	0.0038177	9057.0	9057.0	0.0	0.0025640448426455	5350.0	0.003817774189788068	0.0	7.418978806815468e-08
scaffold_1	1020000	1030000	North America	0.00653928	0.00680256	8957.0	8971.0	14.0	0.0039868505612226	5396.0	0.006539652845183353	0.0002632800000000003	0.0002629071548166471
scaffold_1	1020000	1030000	Northern Ural	0.00666981	0.00690044	8485.0	8502.0	17.0	0.0018857168195418	5353.0	0.006670205620806733	0.0002306299999999999	0.00023023437919326723
scaffold_1	1020000	1030000	Scandinavia	0.00619114	0.00628101	8977.0	8980.0	3.0	0.0036271268806243	5396.0	0.00619145641029893	8.986999999999971e-05	8.955358970107012e-05
scaffold_1	1020000	1030000	Siberia SC	0.00028364	0.00028364	9159.0	9159.0	0.0	0.0001251622394096	5340.0	0.0002836400304257412	0.0	3.0425741190821115e-11
scaffold_1	1020000	1030000	West Siberia	0.00362779	0.00363787	9159.0	9164.0	5.0	0.0023919357445488	5429.0	0.003627853659783107	1.0079999999999985e-05	1.001634021689313e-05
scaffold_1	1020000	1030000	admixed	0.00550801	0.00559072	8958.0	8960.0	2.0	0.0033059870486813	5361.0	0.00550823280395554	8.27100000000006e-05	8.248719604446019e-05
scaffold_1	1030000	1040000	Central Europe	0.0128017	0.0147942	7937.0	8036.0	99.0	0.0041951279910916	4981.0	0.012804497316926641	0.001992500000000001	0.0019897026830733595
scaffold_1	1030000	1040000	East Siberia	0.00593393	0.00624401	8762.0	8776.0	14.0	0.0028426337913035	5019.0	0.0059342085903013285	0.00031008000000000077	0.00030980140969867186
scaffold_1	1030000	1040000	Karelia	0.00799058	0.00805844	8983.0	8985.0	2.0	0.0038619798518575	5018.0	0.007991260257985118	6.785999999999945e-05	6.717974201488237e-05
scaffold_1	1030000	1040000	MIX Amur Basin	0.00158976	0.00158976	8289.0	8289.0	0.0	0.0012350539336501	4506.0	0.0015897653571453902	0.0	5.357145390271975e-09
scaffold_1	1030000	1040000	MIX Central Siberia	0.00602522	0.00628758	8595.0	8601.0	6.0	0.0025179975811209	4950.0	0.0060255116469665505	0.0002623599999999997	0.00026206835303344955
scaffold_1	1030000	1040000	MIX Sibiryakov Island	0.00446307	0.00446307	8900.0	8900.0	0.0	0.0026021407962501	4914.0	0.004463188533151694	0.0	1.1853315169327305e-07
scaffold_1	1030000	1040000	North America	0.00622119	0.00652512	8561.0	8579.0	18.0	0.003021042795716	4975.0	0.006221511039989352	0.00030393	0.0003036089600106477
scaffold_1	1030000	1040000	Northern Ural	0.00733894	0.00762227	8472.0	8487.0	15.0	0.0020467978634822	4925.0	0.0073394670341391105	0.00028332999999999917	0.00028280296586088906
scaffold_1	1030000	1040000	Scandinavia	0.0075262	0.00776947	8867.0	8872.0	5.0	0.0032174435269873	4975.0	0.00752676841561718	0.00024326999999999942	0.0002427015843828196
scaffold_1	1030000	1040000	Siberia SC	0.000302668	0.000302668	9003.0	9003.0	0.0	5.600002986668259e-05	4923.0	0.0003026680369690472	0.0	3.696904718117344e-11
scaffold_1	1030000	1040000	West Siberia	0.00470871	0.00471795	8945.0	8948.0	3.0	0.0032789234403726	5009.0	0.0047088492017093924	9.240000000000637e-06	9.10079829060783e-06
scaffold_1	1030000	1040000	admixed	0.00673149	0.00689412	8923.0	8927.0	4.0	0.0035583463617896	4948.0	0.006731896698294787	0.0001626300000000004	0.0001622233017052133
scaffold_1	1040000	1050000	Central Europe	0.00805445	0.00936082	8202.0	8287.0	85.0	0.0024368285171345	5433.0	0.008055146700955591	0.0013063700000000011	0.0013056732990444093
scaffold_1	1040000	1050000	East Siberia	0.0028589	0.00301072	9010.0	9019.0	9.0	0.0015430204438219	5468.0	0.002858931155564934	0.00015182	0.00015178884443506607
scaffold_1	1040000	1050000	Karelia	0.00380267	0.00388773	9198.0	9202.0	4.0	0.0018689198377737	5467.0	0.0038027433169942515	8.505999999999965e-05	8.498668300574832e-05
scaffold_1	1040000	1050000	MIX Amur Basin	0.00163479	0.0017013	8298.0	8300.0	2.0	0.0008601874276617	4894.0	0.0016347958253852793	6.65100000000001e-05	6.650417461472069e-05
scaffold_1	1040000	1050000	MIX Central Siberia	0.0037256	0.00383648	8933.0	8939.0	6.0	0.0010699867566392	5404.0	0.003725668948911031	0.00011088000000000027	0.00011081105108896915
scaffold_1	1040000	1050000	MIX Sibiryakov Island	0.00265866	0.00268646	9019.0	9020.0	1.0	0.0010407561927246	5386.0	0.002658685056888553	2.77999999999997e-05	2.7774943111446952e-05
scaffold_1	1040000	1050000	North America	0.00230851	0.0023765	8899.0	8907.0	8.0	0.0008591233962337	5424.0	0.0023085264034053534	6.798999999999998e-05	6.797359659464677e-05
scaffold_1	1040000	1050000	Northern Ural	0.00395567	0.00405357	8632.0	8644.0	12.0	0.0006865491059483	5386.0	0.003955752527539562	9.790000000000059e-05	9.7817472460438e-05
scaffold_1	1040000	1050000	Scandinavia	0.00285762	0.00293568	8899.0	8904.0	5.0	0.0015027317857913	5424.0	0.002857651113736324	7.806000000000002e-05	7.802888626367611e-05
scaffold_1	1040000	1050000	Siberia SC	0.00021821	0.00021821	9136.0	9136.0	0.0	9.589960681161208e-05	5386.0	0.0002182100138536013	0.0	1.3853601290225379e-11
scaffold_1	1040000	1050000	West Siberia	0.00283019	0.002927	8876.0	8892.0	16.0	0.0015525181287224	5461.0	0.0028302202263365056	9.681000000000013e-05	9.677977366349434e-05
scaffold_1	1040000	1050000	admixed	0.00397061	0.00403818	8978.0	8979.0	1.0	0.0012616840042213	5401.0	0.003970693466159839	6.756999999999944e-05	6.748653384016073e-05
scaffold_1	1050000	1060000	Central Europe	0.0127114	0.0153303	6944.0	7052.0	108.0	0.003558814523009	4103.0	0.012714138538761277	0.0026189000000000004	0.002616161461238723
scaffold_1	1050000	1060000	East Siberia	0.00560078	0.00587721	8356.0	8368.0	12.0	0.001702386578764	4153.0	0.005601014252523495	0.00027643000000000025	0.0002761957474765051
scaffold_1	1050000	1060000	Karelia	0.0016534	0.0016534	8572.0	8572.0	0.0	0.0011448885855748	4144.0	0.0016534060266023484	0.0	6.026602348456825e-09
scaffold_1	1050000	1060000	MIX Amur Basin	0.00330539	0.00330539	7602.0	7602.0	0.0	0.0017564191841868	3673.0	0.0033054381511720965	0.0	4.8151172096430606e-08
scaffold_1	1050000	1060000	MIX Central Siberia	0.00682978	0.0070932	8044.0	8053.0	9.0	0.0012809815624986	4080.0	0.006830204774932957	0.0002634200000000003	0.00026299522506704337
scaffold_1	1050000	1060000	MIX Sibiryakov Island	0.00442489	0.00442489	8384.0	8384.0	0.0	0.0019438659727014	4043.0	0.004425005517072239	0.0	1.1551707223937668e-07
scaffold_1	1050000	1060000	North America	0.00539463	0.00569471	8111.0	8131.0	20.0	0.0021603305650136	4096.0	0.0053948393262658705	0.0003000800000000003	0.00029987067373412994
scaffold_1	1050000	1060000	Northern Ural	0.0080951	0.00866618	7733.0	7753.0	20.0	0.0009833833945179	4044.0	0.008095807302821766	0.0005710800000000016	0.0005703726971782348
scaffold_1	1050000	1060000	Scandinavia	0.0090026	0.00938096	8108.0	8116.0	8.0	0.0033863839158906	4097.0	0.009003572842643384	0.0003783600000000012	0.0003773871573566172
scaffold_1	1050000	1060000	Siberia SC	0.00311703	0.00316149	8588.0	8589.0	1.0	0.000575125147232	4064.0	0.0031170703795693777	4.446000000000007e-05	4.441962043062221e-05
scaffold_1	1050000	1060000	West Siberia	0.00391658	0.00415332	8420.0	8433.0	13.0	0.0016215587297297	4143.0	0.003916660105021661	0.00023674000000000004	0.000236659894978339
scaffold_1	1050000	1060000	admixed	0.00737876	0.00787607	8296.0	8308.0	12.0	0.0021897340523517	4071.0	0.007379295659597963	0.0004973100000000008	0.0004967743404020375
scaffold_1	1060000	1070000	Central Europe	0.0117396	0.0139106	7046.0	7175.0	129.0	0.0038728438006721	4376.0	0.011741757240848687	0.002171000000000001	0.0021688427591513137
scaffold_1	1060000	1070000	East Siberia	0.00503236	0.00514319	8632.0	8644.0	12.0	0.0021581506849099	4410.0	0.00503252992365524	0.00011083000000000013	0.00011066007634475978
scaffold_1	1060000	1070000	Karelia	0.00326981	0.00329543	9009.0	9010.0	1.0	0.0011410113317232	4408.0	0.003269856612917868	2.5619999999999636e-05	2.5573387082131627e-05
scaffold_1	1060000	1070000	MIX Amur Basin	0.00547844	0.0056045	8156.0	8158.0	2.0	0.0026494273869466	3915.0	0.0054786592347863105	0.0001260599999999999	0.00012584076521368961
scaffold_1	1060000	1070000	MIX Central Siberia	0.00585705	0.0060091	8425.0	8431.0	6.0	0.0015060067775942	4349.0	0.005857317901738005	0.00015204999999999993	0.0001517820982619945
scaffold_1	1060000	1070000	MIX Sibiryakov Island	0.00566787	0.00571707	8695.0	8696.0	1.0	0.0028283961721214	4299.0	0.005668112771878256	4.920000000000011e-05	4.895722812174423e-05
scaffold_1	1060000	1070000	North America	0.00458099	0.00483142	8306.0	8319.0	13.0	0.0021352641764005	4364.0	0.004581118178967168	0.00025043000000000027	0.0002503018210328325
scaffold_1	1060000	1070000	Northern Ural	0.00632352	0.00672847	8283.0	8302.0	19.0	0.0014583384537841	4309.0	0.0063238571439929465	0.0004049500000000003	0.0004046128560070538
scaffold_1	1060000	1070000	Scandinavia	0.00546299	0.00560743	8468.0	8477.0	9.0	0.0024223966541169	4364.0	0.005463207385190023	0.00014444000000000002	0.00014422261480997664
scaffold_1	1060000	1070000	Siberia SC	0.00202792	0.00202792	8897.0	8897.0	0.0	0.0006020197763496	4332.0	0.002027931119651897	0.0	1.1119651897179006e-08
scaffold_1	1060000	1070000	West Siberia	0.0054969	0.00575985	8661.0	8669.0	8.0	0.0024799550293999	4403.0	0.005497121458444713	0.0002629500000000005	0.000262728541555287
scaffold_1	1060000	1070000	admixed	0.00735922	0.00767104	8647.0	8654.0	7.0	0.003160897293217	4346.0	0.0073597514153500914	0.00031182	0.0003112885846499082
scaffold_1	1070000	1080000	Central Europe	0.0159288	0.0184331	6204.0	6366.0	162.0	0.0049205453295374	3076.0	0.015934188748496236	0.002504300000000001	0.0024989112515037652
scaffold_1	1070000	1080000	East Siberia	0.00953902	0.0107286	7753.0	7791.0	38.0	0.0045586251788751	3127.0	0.009540177310823177	0.0011895799999999991	0.001188422689176823
scaffold_1	1070000	1080000	Karelia	0.00850374	0.00861816	8329.0	8332.0	3.0	0.0049421650600901	3114.0	0.008504559914668981	0.0001144200000000005	0.00011360008533101845
scaffold_1	1070000	1080000	MIX Amur Basin	0.00684695	0.00721062	7443.0	7451.0	8.0	0.0029234018377038	2700.0	0.0068473779866336845	0.00036366999999999997	0.0003632420133663156
scaffold_1	1070000	1080000	MIX Central Siberia	0.0103748	0.0112864	7600.0	7624.0	24.0	0.0022225113572836	3045.0	0.010376288942534994	0.0009116000000000003	0.0009101110574650066
scaffold_1	1070000	1080000	MIX Sibiryakov Island	0.00638548	0.00647609	8086.0	8087.0	1.0	0.0037851753670473	2961.0	0.00638582715176971	9.061000000000052e-05	9.02628482302905e-05
scaffold_1	1070000	1080000	North America	0.00556304	0.00608882	7447.0	7478.0	31.0	0.0031838237060459	3080.0	0.00556326954893628	0.00052578	0.0005255504510637199
scaffold_1	1070000	1080000	Northern Ural	0.00940362	0.0104395	7264.0	7310.0	46.0	0.0018570248994885	3004.0	0.009404728725278921	0.0010358800000000012	0.0010347712747210795
scaffold_1	1070000	1080000	Scandinavia	0.00767001	0.00855912	7787.0	7825.0	38.0	0.0042849262374692	3068.0	0.007670611625903825	0.0008891100000000002	0.0008885083740961747
scaffold_1	1070000	1080000	Siberia SC	0.00155112	0.00155112	8363.0	8363.0	0.0	0.0004331307931243	3054.0	0.0015511249759376459	0.0	4.975937645864542e-09
scaffold_1	1070000	1080000	West Siberia	0.0090932	0.00948271	7794.0	7817.0	23.0	0.0052141858908249	3107.0	0.00909420251058405	0.0003895100000000009	0.0003885074894159502
scaffold_1	1070000	1080000	admixed	0.0121365	0.0127812	7941.0	7958.0	17.0	0.0046836673713128	3048.0	0.01213888352173907	0.0006446999999999998	0.0006423164782609295
scaffold_1	1080000	1090000	Central Europe	0.0151141	0.0183986	7193.0	7311.0	118.0	0.0078854986869977	4412.0	0.015118703473109195	0.003284500000000001	0.003279896526890806
scaffold_1	1080000	1090000	East Siberia	0.00953277	0.0100014	8414.0	8436.0	22.0	0.005695417353469	4427.0	0.009533925037490757	0.00046863000000000113	0.00046747496250924316
scaffold_1	1080000	1090000	Karelia	0.00848542	0.00851902	8386.0	8388.0	2.0	0.0054590757431877	4186.0	0.008486234626936798	3.359999999999995e-05	3.278537306320231e-05
scaffold_1	1080000	1090000	MIX Amur Basin	0.00689449	0.00689449	7826.0	7826.0	0.0	0.0034177744489424	3952.0	0.006894926963513315	0.0	4.3696351331549976e-07
scaffold_1	1080000	1090000	MIX Central Siberia	0.0113753	0.0119938	8155.0	8176.0	21.0	0.0046527827247515	4387.0	0.011377262579752011	0.000618500000000001	0.0006165374202479895
scaffold_1	1080000	1090000	MIX Sibiryakov Island	0.00967087	0.00984457	8439.0	8441.0	2.0	0.0063122573159556	4239.0	0.009672075966857582	0.0001737000000000006	0.0001724940331424181
scaffold_1	1080000	1090000	North America	0.00488401	0.00537681	8274.0	8299.0	25.0	0.0029211813782551	4400.0	0.004884165334659613	0.0004927999999999998	0.0004926446653403874
scaffold_1	1080000	1090000	Northern Ural	0.0116444	0.0127005	7781.0	7819.0	38.0	0.002412560310433	4348.0	0.011646505184110475	0.0010561000000000008	0.0010539948158895251
scaffold_1	1080000	1090000	Scandinavia	0.0112915	0.0119293	8025.0	8041.0	16.0	0.0069841571515051	4277.0	0.011293419524471547	0.0006378000000000009	0.0006358804755284535
scaffold_1	1080000	1090000	Siberia SC	0.000470292	0.000470292	8411.0	8411.0	0.0	0.0001491780290598	4062.0	0.00047029213868883817	0.0	1.3868883819156963e-10
scaffold_1	1080000	1090000	West Siberia	0.0057877	0.00600614	8412.0	8426.0	14.0	0.0038838044984611	4394.0	0.00578795849775278	0.0002184400000000003	0.00021818150224721996
scaffold_1	1080000	1090000	admixed	0.0122139	0.0126189	8360.0	8367.0	7.0	0.0067071895676724	4243.0	0.012216329415602896	0.00040500000000000085	0.000402570584397105
scaffold_1	1090000	1100000	Central Europe	0.00937657	0.0106848	7835.0	7925.0	90.0	0.0029642620135388	4954.0	0.009377669184858065	0.0013082299999999988	0.001307130815141935
scaffold_1	1090000	1100000	East Siberia	0.00302588	0.00310348	8740.0	8747.0	7.0	0.0018366161028644	4983.0	0.0030259169397404044	7.760000000000015e-05	7.75630602595956e-05
scaffold_1	1090000	1100000	Karelia	0.00202273	0.00206695	9002.0	9004.0	2.0	0.0009258839014205	4982.0	0.0020227410344955477	4.42200000000002e-05	4.420896550445244e-05
scaffold_1	1090000	1100000	MIX Amur Basin	0.00365659	0.00365659	8124.0	8124.0	0.0	0.001899989214035	4489.0	0.0036566551879821984	0.0	6.51879821984315e-08
scaffold_1	1090000	1100000	MIX Central Siberia	0.00385942	0.00395149	8537.0	8547.0	10.0	0.0015941997962807	4930.0	0.0038594966487127884	9.207000000000009e-05	9.199335128721184e-05
scaffold_1	1090000	1100000	MIX Sibiryakov Island	0.00285378	0.00285378	8820.0	8820.0	0.0	0.0016912707480006	4893.0	0.00285381098847516	0.0	3.098847515961914e-08
scaffold_1	1090000	1100000	North America	0.00179944	0.00184597	8442.0	8451.0	9.0	0.0012375258934008	4951.0	0.0017994477687446578	4.652999999999992e-05	4.6522231255342146e-05
scaffold_1	1090000	1100000	Northern Ural	0.00366145	0.00377035	8475.0	8486.0	11.0	0.0011181913724029	4913.0	0.003661515448253265	0.00010889999999999988	0.00010883455174673503
scaffold_1	1090000	1100000	Scandinavia	0.00550607	0.00556983	8686.0	8690.0	4.0	0.0024981256255014	4951.0	0.005506292568614219	6.375999999999951e-05	6.353743138578019e-05
scaffold_1	1090000	1100000	Siberia SC	0.000459827	0.000459827	9023.0	9023.0	0.0	0.0001086602194936	4910.0	0.0004598271296349612	0.0	1.2963496118581497e-10
scaffold_1	1090000	1100000	West Siberia	0.00196754	0.00206337	8835.0	8841.0	6.0	0.0012849621131228	4979.0	0.0019675501556902773	9.583000000000031e-05	9.581984430972286e-05
scaffold_1	1090000	1100000	admixed	0.00473403	0.00482147	8774.0	8777.0	3.0	0.0021576831526874	4928.0	0.00473417145938118	8.743999999999939e-05	8.729854061881922e-05
scaffold_1	1100000	1110000	Central Europe	0.00986058	0.0118163	6817.0	6942.0	125.0	0.003879992629137	4114.0	0.009861858339237407	0.0019557199999999993	0.0019544416607625934
scaffold_1	1100000	1110000	East Siberia	0.0046164	0.0047494	8411.0	8419.0	8.0	0.0020910274445558	4125.0	0.0046165311743840785	0.0001330000000000003	0.0001328688256159215
scaffold_1	1100000	1110000	Karelia	0.00344452	0.00350557	8521.0	8523.0	2.0	0.0019197051441003	4136.0	0.0034445744910114	6.104999999999999e-05	6.099550898859985e-05
scaffold_1	1100000	1110000	MIX Amur Basin	0.00550676	0.00560917	7795.0	7797.0	2.0	0.0030403171359311	3698.0	0.005506982652299093	0.00010240999999999983	0.00010218734770090724
scaffold_1	1100000	1110000	MIX Central Siberia	0.00591805	0.00600932	8170.0	8184.0	14.0	0.0023421941429532	4088.0	0.005918326359645447	9.127000000000007e-05	9.099364035455339e-05
scaffold_1	1100000	1110000	MIX Sibiryakov Island	0.00418378	0.0042094	8199.0	8200.0	1.0	0.0016784335459978	3931.0	0.004183877643930995	2.5620000000000503e-05	2.5522356069005055e-05
scaffold_1	1100000	1110000	North America	0.00268165	0.00283808	8149.0	8165.0	16.0	0.0013771315178526	4071.0	0.002681675712542364	0.00015643000000000037	0.000156404287457636
scaffold_1	1100000	1110000	Northern Ural	0.00523452	0.0053639	7870.0	7883.0	13.0	0.0021125762533758	4030.0	0.005234711235857292	0.00012937999999999925	0.00012918876414270714
scaffold_1	1100000	1110000	Scandinavia	0.00870744	0.00891573	7983.0	7991.0	8.0	0.003741416817758	4113.0	0.008708320258461254	0.00020828999999999986	0.00020740974153874575
scaffold_1	1100000	1110000	Siberia SC	0.00034623	0.00034623	8725.0	8725.0	0.0	0.0001312383469398	4066.0	0.0003462300553391933	0.0	5.5339193297254674e-11
scaffold_1	1100000	1110000	West Siberia	0.00336334	0.00352903	8220.0	8230.0	10.0	0.0017927303941127	4096.0	0.003363390728387037	0.00016569000000000002	0.000165639271612963
scaffold_1	1100000	1110000	admixed	0.00663011	0.00670909	8389.0	8395.0	6.0	0.0029047476874473	4083.0	0.0066304985983373565	7.89800000000002e-05	7.85914016626435e-05
scaffold_1	1110000	1120000	Central Europe	0.0111167	0.0135318	6880.0	7003.0	123.0	0.0043807580353167	4145.0	0.011118531750816927	0.0024151	0.002413268249183073
scaffold_1	1110000	1120000	East Siberia	0.00630911	0.00664454	8385.0	8399.0	14.0	0.0028584257212595	4187.0	0.006309444844396009	0.0003354300000000003	0.00033509515560399116
scaffold_1	1110000	1120000	Karelia	0.00585915	0.00589894	8505.0	8506.0	1.0	0.0025681351804779	4142.0	0.005859418190003627	3.9790000000000485e-05	3.952180999637275e-05
scaffold_1	1110000	1120000	MIX Amur Basin	0.00926857	0.00949733	7642.0	7645.0	3.0	0.004544034084657	3675.0	0.009269631639183634	0.00022875999999999973	0.0002276983608163665
scaffold_1	1110000	1120000	MIX Central Siberia	0.00812441	0.00874912	7921.0	7941.0	20.0	0.0030949005941889	4089.0	0.008125125013485272	0.0006247100000000005	0.0006239949865147285
scaffold_1	1110000	1120000	MIX Sibiryakov Island	0.00890689	0.00899367	8384.0	8385.0	1.0	0.0036658666740229	4032.0	0.00890783214338471	8.677999999999984e-05	8.583785661529092e-05
scaffold_1	1110000	1120000	North America	0.00346275	0.00368558	8107.0	8122.0	15.0	0.0020280728722294	4118.0	0.003462805360773626	0.00022282999999999982	0.0002227746392263739
scaffold_1	1110000	1120000	Northern Ural	0.00855351	0.00929146	7702.0	7721.0	19.0	0.0028890778503202	4055.0	0.008554344395280505	0.0007379499999999994	0.000737115604719495
scaffold_1	1110000	1120000	Scandinavia	0.00987937	0.0103174	8287.0	8300.0	13.0	0.00467237671399	4137.0	0.00988065566105673	0.000438029999999999	0.0004367443389432686
scaffold_1	1110000	1120000	Siberia SC	0.000506811	0.000550764	8583.0	8584.0	1.0	0.0003414165809306	4072.0	0.0005068111735708674	4.3953000000000004e-05	4.395282642913258e-05
scaffold_1	1110000	1120000	West Siberia	0.00686892	0.00723117	8463.0	8475.0	12.0	0.0035092924601721	4179.0	0.006869352119745442	0.0003622500000000006	0.000361817880254558
scaffold_1	1110000	1120000	admixed	0.00970903	0.0101625	8387.0	8394.0	7.0	0.0045115978623212	4087.0	0.009710250299028902	0.0004534699999999992	0.0004522497009710972
scaffold_1	1120000	1130000	Central Europe	0.016843	0.0205009	6509.0	6635.0	126.0	0.0083931695434193	3216.0	0.01684937084563881	0.0036578999999999987	0.0036515291543611876
scaffold_1	1120000	1130000	East Siberia	0.0165353	0.0180595	7709.0	7761.0	52.0	0.0109654954460547	3130.0	0.016541328024000587	0.0015241999999999999	0.001518171975999412
scaffold_1	1120000	1130000	Karelia	0.0151019	0.0152667	6885.0	6886.0	1.0	0.0088345708143684	2780.0	0.015106492334427386	0.00016479999999999967	0.0001602076655726134
scaffold_1	1120000	1130000	MIX Amur Basin	0.0160002	0.016466	7471.0	7479.0	8.0	0.0105479201972387	2788.0	0.01600566153813589	0.0004658000000000023	0.00046033846186411057
scaffold_1	1120000	1130000	MIX Central Siberia	0.0153468	0.0169082	7577.0	7617.0	40.0	0.0064019313697494	3015.0	0.015351619391827359	0.001561400000000001	0.0015565806081726426
scaffold_1	1120000	1130000	MIX Sibiryakov Island	0.0165837	0.0170975	7160.0	7163.0	3.0	0.0108503538848071	2653.0	0.016589781112457375	0.0005138000000000018	0.000507718887542627
scaffold_1	1120000	1130000	North America	0.00703223	0.00836157	6902.0	6964.0	62.0	0.0051268029510952	3233.0	0.0070326936795436145	0.00132934	0.001328876320456386
scaffold_1	1120000	1130000	Northern Ural	0.0138508	0.0157664	7349.0	7392.0	43.0	0.0049422423520994	2893.0	0.013854342936034124	0.0019156	0.001912057063965876
