sample_id	chromosome	window_pos_1	window_pos_2	group	bial_pi	mult_pi	bial_sites	mult_sites	sites_gained_mult_vs_bial	pixy_pi	pixy_sites	expected_mult_pi	abs_diff_bial	abs_diff_expected
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep50	1	0	10000000	POP1	0.0485322	0.0488841	213283.0	214939.0	1656.0	0.0485321719789242	213283.0	0.04868461533765814	0.0003519000000000022	0.00019948466234186168
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep51	1	0	10000000	POP1	0.0494603	0.0497751	210700.0	212245.0	1545.0	0.0494602907751858	210700.0	0.049621627712282394	0.00031480000000000397	0.0001534722877176084
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep52	1	0	10000000	POP1	0.0470261	0.0473337	221226.0	222924.0	1698.0	0.0470260817435518	221226.0	0.04716476141435785	0.00030759999999999815	0.0001689385856421463
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep53	1	0	10000000	POP1	0.0487455	0.0490364	219840.0	221421.0	1581.0	0.0487455152399552	219840.0	0.04889993378832363	0.00029090000000000366	0.00013646621167637263
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep54	1	0	10000000	POP1	0.0484447	0.048817	225459.0	227229.0	1770.0	0.0484447615308666	225458.0	0.04859629244201064	0.000372299999999999	0.00022070755798935665
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep55	1	0	10000000	POP1	0.0469143	0.0472252	220917.0	222604.0	1687.0	0.0469141562344668	220916.0	0.047051974801391554	0.00031090000000000284	0.0001732251986084482
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep56	1	0	10000000	POP1	0.0482774	0.0486291	215322.0	216900.0	1578.0	0.0482773514986716	215322.0	0.04842742732140744	0.0003517000000000034	0.00020167267859256405
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep57	1	0	10000000	POP1	0.0477222	0.0480524	218318.0	219862.0	1544.0	0.0477222451910888	218318.0	0.04786711058380046	0.0003302000000000027	0.00018528941619954525
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep58	1	0	10000000	POP1	0.0474219	0.0477748	222799.0	224496.0	1697.0	0.0474219063666484	222799.0	0.04756409213912406	0.00035289999999999627	0.00021070786087593746
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep59	1	0	10000000	POP1	0.0476007	0.0479274	220715.0	222318.0	1603.0	0.0476006992805588	220715.0	0.047744506578887964	0.0003266999999999992	0.00018289342111203755
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep6	1	0	10000000	POP1	0.0473565	0.0476829	219295.0	221000.0	1705.0	0.0473544528666296	219294.0	0.04749810465442085	0.0003263999999999975	0.00018479534557915012
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep60	1	0	10000000	POP1	0.0481335	0.048463	214852.0	216462.0	1610.0	0.0481329334956428	214851.0	0.04828218976104436	0.00032949999999999646	0.00018081023895563653
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep61	1	0	10000000	POP1	0.047809	0.0481568	220097.0	221707.0	1610.0	0.0478090075999611	220097.0	0.0479547027390615	0.0003478000000000023	0.00020209726093849828
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep62	1	0	10000000	POP1	0.0466827	0.0470076	222061.0	223695.0	1634.0	0.0466826515300166	222061.0	0.04681834588897914	0.000324899999999996	0.00018925411102085898
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep63	1	0	10000000	POP1	0.0477089	0.0480511	216791.0	218322.0	1531.0	0.0477090280963375	216790.0	0.04785368945943821	0.00034220000000000084	0.0001974105405617918
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep64	1	0	10000000	POP1	0.0471997	0.0475227	222973.0	224662.0	1689.0	0.0471997454589618	222973.0	0.047339902723942326	0.00032300000000000384	0.00018279727605767515
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep65	1	0	10000000	POP1	0.0470523	0.0473942	217683.0	219355.0	1672.0	0.0470523180438698	217683.0	0.047191193303891925	0.00034189999999999915	0.0002030066961080726
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep66	1	0	10000000	POP1	0.0472636	0.047614	218136.0	219777.0	1641.0	0.0472635693193084	218135.0	0.047404372923860794	0.00035039999999999377	0.000209627076139203
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep67	1	0	10000000	POP1	0.0488159	0.0491485	216418.0	217923.0	1505.0	0.0488160993306635	216417.0	0.04897100387160454	0.0003325999999999954	0.00017749612839546014
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep68	1	0	10000000	POP1	0.0489879	0.0493421	214455.0	216018.0	1563.0	0.0489880701126567	214454.0	0.04914464915362733	0.00035419999999999896	0.0001974508463726682
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep69	1	0	10000000	POP1	0.0476574	0.0479806	222101.0	223759.0	1658.0	0.0476573795628631	222101.0	0.04780172108073713	0.0003231999999999957	0.00017887891926286759
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep70	1	0	10000000	POP1	0.0500625	0.0504019	217220.0	218811.0	1591.0	0.0500624800181739	217220.0	0.05022979244824219	0.00033939999999999665	0.00017210755175781078
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep71	1	0	10000000	POP1	0.0466397	0.0469744	219595.0	221253.0	1658.0	0.0466397350261405	219595.0	0.04677497139892794	0.0003347000000000003	0.00019942860107206167
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep72	1	0	10000000	POP1	0.0490363	0.0493644	215665.0	217252.0	1587.0	0.0490362826582778	215665.0	0.04919351421686435	0.0003281000000000048	0.0001708857831356561
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep73	1	0	10000000	POP1	0.0463435	0.0466667	220744.0	222391.0	1647.0	0.0463435609891008	220743.0	0.046476210481947784	0.0003231999999999957	0.00019048951805221426
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep74	1	0	10000000	POP1	0.047358	0.0476766	215940.0	217539.0	1599.0	0.0473580207697745	215940.0	0.047499618110675615	0.0003186000000000022	0.00017698188932438463
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep75	1	0	10000000	POP1	0.0469999	0.0469999	75429.0	75429.0	0.0	0.0469998523021183	75429.0	0.04713832978306855	0.0	0.00013842978306854992
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep76	1	0	10000000	POP1	0.0480122	0.0483331	220390.0	221996.0	1606.0	0.048012219544111	220390.0	0.0481597684637797	0.00032089999999999896	0.00017333153622029612
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep77	1	0	10000000	POP1	0.0473785	0.0477295	216267.0	217785.0	1518.0	0.047378649464202	216266.0	0.047520302098269344	0.0003510000000000041	0.00020919790173065667
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep78	1	0	10000000	POP1	0.0466445	0.0469563	221876.0	223544.0	1668.0	0.0466445092559735	221876.0	0.046779813168249425	0.00031180000000000097	0.00017648683175057467
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep79	1	0	10000000	POP1	0.0474366	0.0477744	223452.0	225149.0	1697.0	0.0474365672678952	223452.0	0.047578924411709946	0.0003377999999999992	0.00019547558829005607
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep80	1	0	10000000	POP1	0.0486961	0.0490339	215767.0	217316.0	1549.0	0.0486961225831894	215767.0	0.04885006474193216	0.0003377999999999992	0.00018383525806783818
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep81	1	0	10000000	POP1	0.0473548	0.0476955	215743.0	217334.0	1591.0	0.047354781211043	215743.0	0.04749638940502926	0.00034069999999999934	0.00019911059497074168
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep82	1	0	10000000	POP1	0.048773	0.0490843	215035.0	216529.0	1494.0	0.04877233998709	215034.0	0.04892769530942122	0.00031130000000000047	0.00015660469057877935
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep83	1	0	10000000	POP1	0.0477944	0.0481394	218996.0	220602.0	1606.0	0.0477944254230659	218996.0	0.047939969294913135	0.0003449999999999981	0.00019943070508686433
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep84	1	0	10000000	POP1	0.0471703	0.0474938	219577.0	221139.0	1562.0	0.0471703603546204	219576.0	0.04731024089644499	0.00032350000000000434	0.0001835591035550116
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep85	1	0	10000000	POP1	0.0478234	0.048143	218040.0	219660.0	1620.0	0.0478232553528008	218039.0	0.04796923443506789	0.0003195999999999963	0.00017376556493210737
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep86	1	0	10000000	POP1	0.0493176	0.0496397	212729.0	214287.0	1558.0	0.0493176628790978	212728.0	0.049477535376921275	0.0003220999999999988	0.00016216462307872687
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep88	1	0	10000000	POP1	0.0470889	0.0473833	223953.0	225589.0	1636.0	0.0470888761428777	223952.0	0.04722811767380694	0.0002944000000000002	0.00015518232619306238
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep89	1	0	10000000	POP1	0.0468574	0.0472045	219607.0	221298.0	1691.0	0.0468573596053599	219607.0	0.04699457447213523	0.00034710000000000296	0.00020992552786477242
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep9	1	0	10000000	POP1	0.0466908	0.0470362	224103.0	225876.0	1773.0	0.0466908152001265	224103.0	0.04682651650972438	0.00034540000000000265	0.0002096834902756209
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep92	1	0	10000000	POP1	0.0473649	0.0477069	218080.0	219745.0	1665.0	0.0473648856174838	218077.0	0.04750658002042744	0.0003419999999999951	0.00020031997957255937
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep93	1	0	10000000	POP1	0.0481591	0.0485014	218659.0	220302.0	1643.0	0.0481585605036772	218658.0	0.04830802713102921	0.0003422999999999968	0.00019337286897078837
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep94	1	0	10000000	POP1	0.0478903	0.0482215	216923.0	218487.0	1564.0	0.0478902981042968	216923.0	0.04803674731358509	0.0003312000000000037	0.00018475268641490739
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep95	1	0	10000000	POP1	0.0469018	0.0472581	223572.0	225319.0	1747.0	0.0469017521993521	223572.0	0.04703936478313316	0.0003562999999999969	0.00021873521686683467
rohOutput_DemobneckLong10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep96	1	0	10000000	POP1	0.0478648	0.0481871	218655.0	220267.0	1612.0	0.0478644441025731	218654.0	0.048011013503080575	0.0003222999999999976	0.0001760864969194212
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep1	1	0	10000000	POP1	0.166556	0.168572	459362.0	466478.0	7116.0	0.1664476160333171	458959.0	0.17271655137281017	0.00201599999999999	0.004144551372810168
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep11	1	0	10000000	POP1	0.167324	0.169208	459446.0	466464.0	7018.0	0.167196582520022	459017.0	0.1735701649799843	0.0018839999999999968	0.00436216497998429
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep12	1	0	10000000	POP1	0.171397	0.173316	454083.0	460934.0	6851.0	0.1712663842967784	453649.0	0.1781104905959837	0.001919000000000004	0.004794490595983691
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep13	1	0	10000000	POP1	0.164942	0.166865	460822.0	467916.0	7094.0	0.1648282537197586	460431.0	0.17092518601997986	0.001923000000000008	0.0040601860199798445
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep14	1	0	10000000	POP1	0.165424	0.167373	464389.0	471647.0	7258.0	0.1653131241684883	463964.0	0.17145979235379336	0.0019490000000000063	0.0040867923537933615
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep15	1	0	10000000	POP1	0.164879	0.166787	454770.0	461692.0	6922.0	0.1647726147767574	454379.0	0.17085533276069792	0.001907999999999993	0.004068332760697929
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep16	1	0	10000000	POP1	0.166236	0.168148	456705.0	463842.0	7137.0	0.1660962979909277	456264.0	0.172361111197003	0.001911999999999997	0.004213111197003017
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep17	1	0	10000000	POP1	0.167138	0.169048	455647.0	462749.0	7102.0	0.1670135962402271	455182.0	0.17336335811956277	0.001909999999999995	0.004315358119562768
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep18	1	0	10000000	POP1	0.165341	0.1673	455588.0	462625.0	7037.0	0.1652217997315418	455147.0	0.1713677116983291	0.0019590000000000163	0.004067711698329091
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep19	1	0	10000000	POP1	0.165362	0.167282	459281.0	466392.0	7111.0	0.1652445288630554	458855.0	0.17139100835229057	0.0019199999999999773	0.004109008352290583
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep20	1	0	10000000	POP1	0.164139	0.166012	461180.0	468235.0	7055.0	0.1640149875527597	460777.0	0.1700352255208235	0.0018729999999999858	0.004023225520823515
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep21	1	0	10000000	POP1	0.164743	0.166643	458485.0	465606.0	7121.0	0.1646161256507607	458082.0	0.1707045562697072	0.0019000000000000128	0.004061556269707195
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep22	1	0	10000000	POP1	0.161502	0.163447	466419.0	473844.0	7425.0	0.1613858449767268	466028.0	0.16711858649391736	0.0019450000000000023	0.003671586493917356
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep23	1	0	10000000	POP1	0.162358	0.16424	458863.0	465926.0	7063.0	0.1622427937196195	458433.0	0.16806436851944895	0.0018819999999999948	0.0038243685194489507
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep24	1	0	10000000	POP1	0.164755	0.166693	467896.0	475296.0	7400.0	0.1646291456125445	467459.0	0.17071785909689186	0.0019379999999999953	0.004024859096891847
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep25	1	0	10000000	POP1	0.164292	0.166234	453460.0	460498.0	7038.0	0.1641963341986647	453085.0	0.17020472916104679	0.0019419999999999993	0.003970729161046793
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep26	1	0	10000000	POP1	0.165464	0.167372	466610.0	473880.0	7270.0	0.1653760345783481	466240.0	0.17150417182855646	0.001907999999999993	0.0041321718285564635
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep27	1	0	10000000	POP1	0.167055	0.168977	457729.0	464760.0	7031.0	0.1669590504948594	457330.0	0.17327108826758852	0.0019219999999999793	0.004294088267588536
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep28	1	0	10000000	POP1	0.168094	0.170028	455262.0	462242.0	6980.0	0.1679750572266265	454874.0	0.17442679416289944	0.001934000000000019	0.004398794162899428
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep29	1	0	10000000	POP1	0.163362	0.165264	457510.0	464457.0	6947.0	0.1632517144321235	457136.0	0.16917488674927192	0.001901999999999987	0.003910886749271925
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep30	1	0	10000000	POP1	0.164196	0.16611	457794.0	464885.0	7091.0	0.1640843786867558	457383.0	0.17009837034160205	0.001913999999999999	0.003988370341602043
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep31	1	0	10000000	POP1	0.163685	0.165594	463446.0	470746.0	7300.0	0.1635939420364875	463039.0	0.16953243475659216	0.001908999999999994	0.0039384347565921685
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep32	1	0	10000000	POP1	0.164673	0.166626	467567.0	474897.0	7330.0	0.1645628359268613	467186.0	0.17062696022651896	0.0019529999999999825	0.004000960226518968
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep33	1	0	10000000	POP1	0.16624	0.168228	479377.0	487032.0	7655.0	0.1661237498926232	478988.0	0.17236555335816534	0.0019879999999999898	0.004137553358165347
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep34	1	0	10000000	POP1	0.165543	0.167439	445816.0	452494.0	6678.0	0.1654335879135686	445399.0	0.17159182751381066	0.0018960000000000088	0.0041528275138106585
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep35	1	0	10000000	POP1	0.1662	0.168002	456458.0	463215.0	6757.0	0.1660863760404235	456019.0	0.17232113270399999	0.0018020000000000258	0.004319132703999973
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep36	1	0	10000000	POP1	0.169544	0.171483	465240.0	472660.0	7420.0	0.1694117733420561	464811.0	0.17604209433672158	0.0019389999999999963	0.004559094336721581
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep37	1	0	10000000	POP1	0.169458	0.171428	465569.0	472967.0	7398.0	0.1693543257199829	465185.0	0.1759462110138932	0.0019699999999999995	0.004518211013893214
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep38	1	0	10000000	POP1	0.163227	0.1652	457388.0	464531.0	7143.0	0.1631123217077194	456943.0	0.16902548759783745	0.0019730000000000025	0.0038254875978374348
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep39	1	0	10000000	POP1	0.167069	0.168898	444934.0	451512.0	6578.0	0.1669388933418498	444500.0	0.17328665121145267	0.0018289999999999973	0.004388651211452682
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep40	1	0	10000000	POP1	0.161859	0.163669	450319.0	457146.0	6827.0	0.1617450440511721	449925.0	0.16751291526315037	0.001810000000000006	0.003843915263150366
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep41	1	0	10000000	POP1	0.165796	0.167667	456284.0	463226.0	6942.0	0.1656858994340387	455874.0	0.17187260325903778	0.0018710000000000115	0.004205603259037766
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep42	1	0	10000000	POP1	0.165292	0.167196	457414.0	464397.0	6983.0	0.1651813570080071	457018.0	0.17131335510743612	0.0019040000000000168	0.004117355107436105
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep43	1	0	10000000	POP1	0.164913	0.166776	459291.0	466402.0	7111.0	0.1647981028247529	458888.0	0.170893030694662	0.0018630000000000035	0.004117030694661988
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep44	1	0	10000000	POP1	0.166012	0.167918	454485.0	461384.0	6899.0	0.16590090581023	454113.0	0.17211238411695162	0.0019060000000000188	0.0041943841169516105
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep45	1	0	10000000	POP1	0.164061	0.16594	470827.0	478202.0	7375.0	0.1639500196613429	470428.0	0.1699488237319453	0.0018789999999999918	0.004008823731945305
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep46	1	0	10000000	POP1	0.16761	0.169462	454700.0	461575.0	6875.0	0.1674952523299014	454317.0	0.173888248692108	0.0018519999999999925	0.0044262486921080035
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep47	1	0	10000000	POP1	0.164059	0.165946	453219.0	460154.0	6935.0	0.1639423716035201	452814.0	0.16994660840647652	0.0018869999999999998	0.004000608406476508
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep48	1	0	10000000	POP1	0.163712	0.16563	464109.0	471353.0	7244.0	0.1635880336594983	463680.0	0.16956232885408018	0.001918000000000003	0.00393232885408018
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep49	1	0	10000000	POP1	0.168268	0.170155	448203.0	454999.0	6796.0	0.1681540064065501	447819.0	0.1746204804193931	0.0018869999999999998	0.0044654804193930975
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep52	1	0	10000000	POP1	0.163909	0.165818	466344.0	473662.0	7318.0	0.1637894964801256	465940.0	0.1697804739539979	0.001908999999999994	0.003962473953997903
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep55	1	0	10000000	POP1	0.163842	0.165754	455324.0	462415.0	7091.0	0.1637262223463501	454926.0	0.16970627676579156	0.0019120000000000248	0.003952276765791546
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep56	1	0	10000000	POP1	0.166944	0.168889	463210.0	470438.0	7228.0	0.1668335509416081	462782.0	0.17314770562528053	0.0019450000000000023	0.004258705625280523
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep57	1	0	10000000	POP1	0.165414	0.167391	464946.0	472308.0	7362.0	0.165309588604278	464570.0	0.1714486978159706	0.0019770000000000065	0.004057697815970596
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep60	1	0	10000000	POP1	0.162141	0.163977	459118.0	466090.0	6972.0	0.1620187702290827	458711.0	0.16782451850262564	0.0018360000000000043	0.0038475185026256298
rohOutput_Demoonepop10000_NeuTRUE_Mu7e-08_Matingoutc100_Rep61	1	0	10000000	POP1	0.168744	0.170548	449674.0	456326.0	6652.0	0.1686246311715104	449246.0	0.17515054314929973	0.001804	0.004602543149299726
